id,jlpt_level,set_type,display_order,grammar_point,reading_kana,romaji,meaning_id,meaning_en,category_id,lesson_group,structure_pattern,usage_explanation_id,example_jp,example_romaji,example_meaning_id,practice_type,practice_prompt_id,practice_answer,related_points,confusable_with,formality,polarity,register,difficulty_order,tags,is_core_n5,recommended_for_quiz,illustration_path,audio_path,source_basis,source_url,notes
grm_n5_018,N5,core_84_common_n5,18,一緒に,いっしょに,issho ni,bersama-sama,together,adverbial,social,一緒に + verb,Menunjukkan melakukan sesuatu bersama orang lain.,一緒に勉強しましょう。,Issho ni benkyou shimashou.,Ayo belajar bersama.,fill_blank,____勉強しましょう。,一緒に,,,polite,affirmative,neutral,18,"adverb,social",true,true,/assets/grammar/n5/018/illustration.svg,/assets/audio/grammar/n5/018/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_019,N5,core_84_common_n5,19,いつも,いつも,itsumo,selalu; biasanya,always; usually,adverb,frequency,いつも + verb/adjective,Menunjukkan kebiasaan atau frekuensi tinggi.,いつも七時に起きます。,Itsumo shichi-ji ni okimasu.,Saya selalu bangun jam tujuh.,fill_blank,____七時に起きます。,いつも,よく,,polite,affirmative,neutral,19,frequency,true,true,/assets/grammar/n5/019/illustration.svg,/assets/audio/grammar/n5/019/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_020,N5,core_84_common_n5,20,じゃない・ではない,じゃない・ではない,janai / dewa nai,bukan; tidak menjadi,is not; are not,copula_negative,basic_sentence,N/な-adj + じゃない / ではない,Bentuk negatif dari だ/です. ではない lebih formal daripada じゃない.,私は先生じゃないです。,Watashi wa sensei janai desu.,Saya bukan guru.,fill_blank,私は先生____です。,じゃない,だ / です,,polite/plain,negative,neutral,20,"copula,negative",true,true,/assets/grammar/n5/020/illustration.svg,/assets/audio/grammar/n5/020/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_021,N5,core_84_common_n5,21,か,か,ka,penanda pertanyaan,question marker,particle,questions,Sentence + か,"Membuat kalimat menjadi pertanyaan, terutama dalam bentuk sopan.",学生ですか。,Gakusei desu ka.,Apakah kamu pelajar?,fill_blank,学生です____。,か,,,polite,question,neutral,21,"particle,question",true,true,/assets/grammar/n5/021/illustration.svg,/assets/audio/grammar/n5/021/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_022,N5,core_84_common_n5,22,か～か,か～か,ka~ka,atau,or,connector,choices,A か B,Menandai pilihan antara dua opsi.,コーヒーかお茶を飲みます。,Koohii ka ocha o nomimasu.,Saya minum kopi atau teh.,fill_blank,コーヒー____お茶を飲みます。,か,や,と,neutral,affirmative,neutral,22,choice,true,true,/assets/grammar/n5/022/illustration.svg,/assets/audio/grammar/n5/022/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_023,N5,core_84_common_n5,23,から,から,kara,karena; dari,because; from,particle_connector,reason_time_place,Clause + から / N + から,Menunjukkan alasan atau titik awal waktu/tempat.,暑いから窓を開けます。,Atsui kara mado o akemasu.,"Karena panas, saya membuka jendela.",fill_blank,暑い____窓を開けます。,から,ので,,neutral,affirmative,neutral,23,"reason,from",true,true,/assets/grammar/n5/023/illustration.svg,/assets/audio/grammar/n5/023/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_024,N5,core_84_common_n5,24,方,かた,kata,cara melakukan,way of doing,nominalization,how_to,Verb stem + 方,Mengubah kata kerja menjadi 'cara melakukan sesuatu'.,漢字の書き方を教えてください。,Kanji no kakikata o oshiete kudasai.,Tolong ajari cara menulis kanji.,fill_blank,漢字の書き____を教えてください。,方,どうやって,,polite,affirmative,neutral,24,how-to,true,true,/assets/grammar/n5/024/illustration.svg,/assets/audio/grammar/n5/024/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_025,N5,core_84_common_n5,25,けど,けど,kedo,tetapi; meskipun,but; although,connector,connectors,Clause + けど + clause,Menghubungkan dua klausa dengan kontras. Lebih kasual dari けれども.,雨ですけど行きます。,Ame desu kedo ikimasu.,"Hujan, tapi saya pergi.",fill_blank,雨です____行きます。,けど,が,でも,neutral,affirmative,spoken,25,contrast,true,true,/assets/grammar/n5/025/illustration.svg,/assets/audio/grammar/n5/025/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_026,N5,core_84_common_n5,26,けれども,けれども,keredomo,tetapi; meskipun,but; although,connector,connectors,Clause + けれども + clause,Versi lebih formal/panjang dari けど untuk menyatakan kontras.,難しいけれども楽しいです。,Muzukashii keredomo tanoshii desu.,"Sulit, tetapi menyenangkan.",fill_blank,難しい____楽しいです。,けれども,けど,,neutral,affirmative,neutral,26,contrast,true,true,/assets/grammar/n5/026/illustration.svg,/assets/audio/grammar/n5/026/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_027,N5,core_84_common_n5,27,まだ,まだ,mada,masih; belum,still; not yet,adverb,time,まだ + predicate,Menunjukkan keadaan masih berlangsung atau belum selesai.,まだ宿題があります。,Mada shukudai ga arimasu.,Masih ada PR.,fill_blank,____宿題があります。,まだ,もう,,neutral,affirmative/negative,neutral,27,time,true,true,/assets/grammar/n5/027/illustration.svg,/assets/audio/grammar/n5/027/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_028,N5,core_84_common_n5,28,まだ～ていません,まだ～ていません,mada ~te imasen,belum melakukan,have not yet done,time_aspect,te_form,まだ + Vて + いません,Menyatakan sesuatu belum dilakukan sampai sekarang.,まだ昼ご飯を食べていません。,Mada hirugohan o tabete imasen.,Saya belum makan siang.,fill_blank,まだ昼ご飯を食べ____。,ていません,もう～ました,,polite,negative,neutral,28,"time,te-form",true,true,/assets/grammar/n5/028/illustration.svg,/assets/audio/grammar/n5/028/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_029,N5,core_84_common_n5,29,まで,まで,made,sampai; hingga,until; up to,particle,time_place,N/time/place + まで,Menandai batas akhir waktu atau tempat.,五時まで勉強します。,Go-ji made benkyou shimasu.,Saya belajar sampai jam lima.,fill_blank,五時____勉強します。,まで,から,,neutral,affirmative,neutral,29,until,true,true,/assets/grammar/n5/029/illustration.svg,/assets/audio/grammar/n5/029/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_030,N5,core_84_common_n5,30,前に,まえに,mae ni,sebelum; di depan,before; in front of,time_place,sequence,V dictionary / N + の + 前に,Menyatakan sebelum melakukan sesuatu atau posisi di depan.,食べる前に手を洗います。,Taberu mae ni te o araimasu.,Saya mencuci tangan sebelum makan.,fill_blank,食べる____手を洗います。,前に,後で,,polite,affirmative,neutral,30,before,true,true,/assets/grammar/n5/030/illustration.svg,/assets/audio/grammar/n5/030/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_031,N5,core_84_common_n5,31,ませんか,ませんか,masen ka,maukah; bagaimana kalau,won't you; invitation,invitation,requests,Vます-stem + ませんか,Mengajak atau menawarkan sesuatu dengan sopan.,映画を見ませんか。,Eiga o mimasen ka.,Maukah menonton film?,fill_blank,映画を見____。,ませんか,ましょうか,,polite,question,neutral,31,invitation,true,true,/assets/grammar/n5/031/illustration.svg,/assets/audio/grammar/n5/031/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_032,N5,core_84_common_n5,32,ましょう,ましょう,mashou,ayo; mari,let's,invitation,requests,Vます-stem + ましょう,Mengajak melakukan sesuatu bersama.,行きましょう。,Ikimashou.,Ayo pergi.,fill_blank,一緒に行き____。,ましょう,ませんか,,polite,affirmative,neutral,32,invitation,true,true,/assets/grammar/n5/032/illustration.svg,/assets/audio/grammar/n5/032/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_033,N5,core_84_common_n5,33,ましょうか,ましょうか,mashou ka,boleh saya; shall I,shall I; offer help,offer,requests,Vます-stem + ましょうか,Menawarkan bantuan atau tindakan kepada lawan bicara.,窓を開けましょうか。,Mado o akemashou ka.,Boleh saya buka jendela?,fill_blank,窓を開け____。,ましょうか,ませんか,,polite,question,neutral,33,offer,true,true,/assets/grammar/n5/033/illustration.svg,/assets/audio/grammar/n5/033/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_034,N5,core_84_common_n5,34,も,も,mo,juga,also; too,particle,particles,N + も,Menandai tambahan atau kesamaan.,私も行きます。,Watashi mo ikimasu.,Saya juga pergi.,fill_blank,私____行きます。,も,は,,neutral,affirmative,neutral,34,"particle,also",true,true,/assets/grammar/n5/034/illustration.svg,/assets/audio/grammar/n5/034/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_035,N5,core_84_common_n5,35,もう,もう,mou,sudah; lagi,already; anymore,adverb,time,もう + predicate,Menunjukkan sesuatu sudah terjadi atau tidak lagi terjadi dalam bentuk negatif.,もうご飯を食べました。,Mou gohan o tabemashita.,Saya sudah makan.,fill_blank,____ご飯を食べました。,もう,まだ,,polite,affirmative/negative,neutral,35,time,true,true,/assets/grammar/n5/035/illustration.svg,/assets/audio/grammar/n5/035/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_036,N5,core_84_common_n5,36,な-adjectives,な-adjectives,na-adjectives,kata sifat-na,na-adjectives,adjective,adjectives,な-adj + な + N / な-adj + です,Kata sifat yang memakai な saat menerangkan noun.,静かな部屋です。,Shizuka na heya desu.,Ini kamar yang tenang.,fill_blank,静か____部屋です。,な,い-adjectives,,neutral,affirmative,neutral,36,adjective,true,true,/assets/grammar/n5/036/illustration.svg,/assets/audio/grammar/n5/036/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_037,N5,core_84_common_n5,37,なあ,なあ,naa,wah; yaa; partikel akhir,sentence ending particle; admiration,sentence_ending,sentence_ending,Sentence + なあ,"Partikel akhir untuk rasa kagum, emosi, atau refleksi santai.",きれいだなあ。,Kirei da naa.,"Wah, cantik ya.",multiple_choice,なあ memberi nuansa apa?,kagum/refleksi,ね,よ,plain,affirmative,spoken,37,sentence-ending,true,true,/assets/grammar/n5/037/illustration.svg,/assets/audio/grammar/n5/037/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_038,N5,core_84_common_n5,38,ないで,ないで,naide,tanpa melakukan,without doing,negative_te,sequence,Vない + で + B,Menunjukkan melakukan B tanpa melakukan A.,傘を持たないで出ました。,Kasa o motanaide demashita.,Saya keluar tanpa membawa payung.,fill_blank,傘を持た____出ました。,ないで,なくて,,polite/plain,negative,neutral,38,without,true,true,/assets/grammar/n5/038/illustration.svg,/assets/audio/grammar/n5/038/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_039,N5,core_84_common_n5,39,ないでください,ないでください,naide kudasai,tolong jangan,please don't do,request_negative,requests_rules,Vない + でください,Meminta seseorang untuk tidak melakukan sesuatu.,ここで写真を撮らないでください。,Koko de shashin o toranaide kudasai.,Tolong jangan mengambil foto di sini.,fill_blank,写真を撮ら____ください。,ないで,てください,てはいけない,polite,negative,neutral,39,"request,negative",true,true,/assets/grammar/n5/039/illustration.svg,/assets/audio/grammar/n5/039/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_040,N5,core_84_common_n5,40,ないといけない,ないといけない,naito ikenai,harus melakukan,must do,obligation,obligation,Vない + といけない,"Menyatakan kewajiban. Secara literal: kalau tidak melakukan, tidak boleh.",勉強しないといけません。,Benkyou shinai to ikemasen.,Saya harus belajar.,fill_blank,勉強し____いけません。,ないと,なくてもいい,,polite/plain,obligation,neutral,40,must,true,true,/assets/grammar/n5/040/illustration.svg,/assets/audio/grammar/n5/040/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_041,N5,core_84_common_n5,41,なくてもいい,なくてもいい,naku temo ii,tidak perlu,don't have to,permission,obligation,Vない → Vなくてもいい,Menyatakan tidak wajib melakukan sesuatu.,明日来なくてもいいです。,Ashita konakute mo ii desu.,Besok tidak perlu datang.,fill_blank,明日来____いいです。,なくても,ないといけない,,polite,permission,neutral,41,permission,true,true,/assets/grammar/n5/041/illustration.svg,/assets/audio/grammar/n5/041/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_042,N5,core_84_common_n5,42,なくちゃ,なくちゃ,nakucha,harus; mesti,must do; gotta,obligation,obligation,Vない → Vなくちゃ,Bentuk percakapan singkat untuk kewajiban.,宿題をしなくちゃ。,Shukudai o shinakucha.,Aku harus mengerjakan PR.,fill_blank,宿題をし____。,なくちゃ,なくてはいけない,,plain,obligation,spoken,42,"must,casual",true,true,/assets/grammar/n5/042/illustration.svg,/assets/audio/grammar/n5/042/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_043,N5,core_84_common_n5,43,なくてはいけない,なくてはいけない,nakute wa ikenai,harus melakukan,must do,obligation,obligation,Vない → Vなくてはいけない,Menyatakan kewajiban dengan bentuk standar/sopan.,パスポートを持たなくてはいけません。,Pasupooto o motanakute wa ikemasen.,Harus membawa paspor.,fill_blank,パスポートを持た____いけません。,なくては,なくちゃ,,polite,obligation,neutral,43,must,true,true,/assets/grammar/n5/043/illustration.svg,/assets/audio/grammar/n5/043/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_044,N5,core_84_common_n5,44,なくてはならない,なくてはならない,nakute wa naranai,harus; wajib,must; have to,obligation,obligation,Vない → Vなくてはならない,Menyatakan kewajiban yang lebih formal/kuat.,毎日勉強しなくてはなりません。,Mainichi benkyou shinakute wa narimasen.,Harus belajar setiap hari.,fill_blank,勉強し____なりません。,なくては,なくてはいけない,,polite/formal,obligation,formal,44,must,true,true,/assets/grammar/n5/044/illustration.svg,/assets/audio/grammar/n5/044/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_045,N5,core_84_common_n5,45,なる,なる,naru,menjadi,to become,change,change,N/な-adj + に + なる / い-adjく + なる,Menunjukkan perubahan keadaan.,医者になります。,Isha ni narimasu.,Saya akan menjadi dokter.,fill_blank,医者____なります。,に,にする,,polite,affirmative,neutral,45,change,true,true,/assets/grammar/n5/045/illustration.svg,/assets/audio/grammar/n5/045/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
grm_n5_046,N5,core_84_common_n5,46,んです,んです,ndesu,menjelaskan; memberi penekanan,explanatory emphasis,explanation,sentence_ending,Plain form + んです,Dipakai saat memberi/menanyakan penjelasan atau latar belakang.,どうして遅れたんですか。,Doushite okureta n desu ka.,Kenapa terlambat?,fill_blank,どうして遅れた____か。,んです,のです,,polite,question,spoken,46,explanation,true,true,/assets/grammar/n5/046/illustration.svg,/assets/audio/grammar/n5/046/example.mp3,JLPTsensei common 84 grammar study-list,https://jlptsensei.com/jlpt-n5-grammar-list/,"Study-list item, not an official JLPT-published grammar specification."
