id,achievement_key,trigger_rule_key,event_names,metric_key,metric_source_table,aggregation_window,scope_key,condition_json,evaluation_timing,idempotency_key_strategy,award_policy,revoke_policy,cooldown_seconds,recommended_for_mvp,notes
ach_trigger_026,vocab_50,trigger_vocab_50,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_count"", ""comparator"": "">="", ""threshold_value"": 50, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_027,vocab_100,trigger_vocab_100,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_count"", ""comparator"": "">="", ""threshold_value"": 100, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_028,vocab_250,trigger_vocab_250,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_count"", ""comparator"": "">="", ""threshold_value"": 250, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_029,vocab_500,trigger_vocab_500,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_count"", ""comparator"": "">="", ""threshold_value"": 500, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_030,vocab_718,trigger_vocab_718,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_count"", ""comparator"": "">="", ""threshold_value"": 718, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_031,vocab_cat_food,trigger_vocab_cat_food,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_food,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_food"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_032,vocab_cat_people,trigger_vocab_cat_people,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_people,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_people"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_033,vocab_cat_time,trigger_vocab_cat_time,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_time,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_time"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_034,vocab_cat_place,trigger_vocab_cat_place,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_place,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_place"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_035,vocab_cat_verb,trigger_vocab_cat_verb,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_verb,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_verb"", ""comparator"": "">="", ""threshold_value"": 50, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_036,vocab_cat_adjective,trigger_vocab_cat_adjective,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,vocab_known_adjective,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""vocab_known_adjective"", ""comparator"": "">="", ""threshold_value"": 40, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_037,grammar_10,trigger_grammar_10,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,grammar_completed_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""grammar_completed_count"", ""comparator"": "">="", ""threshold_value"": 10, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_038,grammar_25,trigger_grammar_25,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,grammar_completed_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""grammar_completed_count"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_039,grammar_50,trigger_grammar_50,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,grammar_completed_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""grammar_completed_count"", ""comparator"": "">="", ""threshold_value"": 50, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_040,grammar_84,trigger_grammar_84,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,grammar_completed_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""grammar_completed_count"", ""comparator"": "">="", ""threshold_value"": 84, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_041,grammar_113,trigger_grammar_113,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,grammar_completed_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""grammar_completed_count"", ""comparator"": "">="", ""threshold_value"": 113, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_042,particles_core,trigger_particles_core,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,particle_checkpoint_score,user_lesson_progress|user_quiz_attempts,lifetime,global,"{""metric_key"": ""particle_checkpoint_score"", ""comparator"": "">="", ""threshold_value"": 80, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_043,verb_conj_master,trigger_verb_conj_master,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,verb_conjugation_accuracy,user_quiz_attempts,lifetime,global,"{""metric_key"": ""verb_conjugation_accuracy"", ""comparator"": "">="", ""threshold_value"": 85, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_044,adj_conj_master,trigger_adj_conj_master,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,adjective_conjugation_accuracy,user_quiz_attempts,lifetime,global,"{""metric_key"": ""adjective_conjugation_accuracy"", ""comparator"": "">="", ""threshold_value"": 85, ""threshold_unit"": ""percent"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_045,te_form_survivor,trigger_te_form_survivor,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,te_form_lessons_completed,user_quiz_attempts,lifetime,global,"{""metric_key"": ""te_form_lessons_completed"", ""comparator"": "">="", ""threshold_value"": 5, ""threshold_unit"": ""lessons"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_046,kanji_10,trigger_kanji_10,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,kanji_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""kanji_known_count"", ""comparator"": "">="", ""threshold_value"": 10, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_047,kanji_25,trigger_kanji_25,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,kanji_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""kanji_known_count"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_048,kanji_50,trigger_kanji_50,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,kanji_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""kanji_known_count"", ""comparator"": "">="", ""threshold_value"": 50, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_049,kanji_80,trigger_kanji_80,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,kanji_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""kanji_known_count"", ""comparator"": "">="", ""threshold_value"": 80, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_050,kanji_103,trigger_kanji_103,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,kanji_known_count,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""kanji_known_count"", ""comparator"": "">="", ""threshold_value"": 103, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_051,radical_25,trigger_radical_25,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,radicals_known_count,user_event_log,lifetime,global,"{""metric_key"": ""radicals_known_count"", ""comparator"": "">="", ""threshold_value"": 25, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_052,stroke_order_50,trigger_stroke_order_50,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,stroke_order_drills_completed,user_lesson_progress|user_srs_cards,lifetime,global,"{""metric_key"": ""stroke_order_drills_completed"", ""comparator"": "">="", ""threshold_value"": 50, ""threshold_unit"": ""count"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
ach_trigger_053,numbers_100,trigger_numbers_100,lesson_completed|quiz_submitted|srs_reviewed|daily_activity_logged|mock_submitted|metric_recalculated,numbers_0_100_completed,user_event_log,lifetime,global,"{""metric_key"": ""numbers_0_100_completed"", ""comparator"": "">="", ""threshold_value"": 100, ""threshold_unit"": ""numbers"", ""scope_key"": ""global"", ""prerequisites"": []}",on_event_and_daily_recalc,user_id + achievement_key,award_once,never_revoke_earned_badge,0,true,Run after relevant user event. Use idempotency to avoid duplicate awards.
